"id","area_cels","ugs_coverage","hive1","hive2","hive3","hive4"
71,1e+06,60.0365171058401,0.600365171058401,2.40146068423361,4.50273878293801,6.00365171058401
72,1e+06,60.3496713900552,0.603496713900552,2.41398685560221,4.52622535425414,6.03496713900553
73,1e+06,49.9945710040123,0.499945710040123,1.99978284016049,3.74959282530092,4.99945710040122
74,1e+06,58.3730646565121,0.583730646565121,2.33492258626048,4.37797984923841,5.83730646565121
75,1e+06,59.6261452527806,0.596261452527806,2.38504581011122,4.47196089395854,5.96261452527806
76,1e+06,70.0500472003072,0.700500472003073,2.80200188801229,5.25375354002304,7.00500472003072
77,1e+06,59.6377873959513,0.596377873959513,2.38551149583805,4.47283405469635,5.96377873959513
78,828092.068877538,66.7288881143016,0.667288881143016,2.66915552457206,5.00466660857262,6.67288881143016
84,1e+06,22.0793785937623,0.220793785937623,0.88317514375049,1.65595339453217,2.20793785937623
85,1e+06,60.9184616456069,0.609184616456069,2.43673846582428,4.56888462342052,6.09184616456069
86,1e+06,53.9646708403057,0.539646708403057,2.15858683361223,4.04735031302293,5.39646708403057
87,1e+06,66.6064271405572,0.666064271405572,2.66425708562229,4.99548203554179,6.66064271405572
88,1e+06,57.2591206850154,0.572591206850154,2.29036482740062,4.29443405137616,5.72591206850154
89,1e+06,52.1221970221488,0.521221970221488,2.08488788088595,3.90916477666116,5.21221970221488
90,1e+06,47.4120083056128,0.474120083056128,1.89648033222451,3.55590062292096,4.74120083056127
91,1e+06,50.8013303100734,0.508013303100734,2.03205321240293,3.8100997732555,5.08013303100734
92,662402.558126315,57.3828508874828,0.573828508874828,2.29531403549931,4.30371381656121,5.73828508874828
93,460908.865130715,56.9244582428539,0.569244582428539,2.27697832971416,4.26933436821404,5.69244582428539
94,148292.023300815,92.5636225690968,0.925636225690968,3.70254490276387,6.94227169268226,9.25636225690968
98,514535.298447255,1.76152656770152,0.0176152656770152,0.0704610627080609,0.132114492577614,0.176152656770152
99,1e+06,0.387055473643355,0.00387055473643355,0.0154822189457342,0.0290291605232516,0.0387055473643355
101,1e+06,0.0181095546153243,0.000181095546153243,0.000724382184612972,0.00135821659614932,0.00181095546153243
102,1e+06,9.1539660693627,0.091539660693627,0.366158642774508,0.686547455202203,0.91539660693627
103,1e+06,40.629883005959,0.40629883005959,1.62519532023836,3.04724122544692,4.0629883005959
104,1e+06,61.0483554558988,0.610483554558988,2.44193421823595,4.57862665919241,6.10483554558988
105,1e+06,77.1749110565979,0.771749110565979,3.08699644226391,5.78811832924484,7.71749110565979
106,1e+06,83.4658475017472,0.834658475017472,3.33863390006989,6.25993856263104,8.34658475017472
107,1e+06,92.1295077830987,0.921295077830987,3.68518031132395,6.90971308373241,9.21295077830987
108,305812.009404063,45.3776930694865,0.453776930694865,1.81510772277946,3.40332698021149,4.53776930694865
114,79753.2662953734,1.92609637340616,0.0192609637340616,0.0770438549362465,0.144457228005462,0.192609637340616
115,681671.125432406,0.0367759915621127,0.000367759915621127,0.00147103966248451,0.00275819936715845,0.00367759915621127
119,1e+06,3.1046913388498,0.031046913388498,0.124187653553992,0.232851850413735,0.31046913388498
120,1e+06,82.5980914451056,0.825980914451056,3.30392365780422,6.19485685838292,8.25980914451056
121,1e+06,107.43566724747,1.0743566724747,4.29742668989878,8.05767504356021,10.743566724747
122,1e+06,73.9307244552331,0.739307244552331,2.95722897820933,5.54480433414249,7.39307244552331
123,1e+06,94.0908530415626,0.940908530415626,3.7636341216625,7.0568139781172,9.40908530415626
124,811085.45821375,50.7436773863211,0.507436773863211,2.02974709545285,3.80577580397408,5.07436773863211
125,2012.88522710651,20.7962327666616,0.207962327666616,0.831849310666466,1.55971745749962,2.07962327666616
135,1e+06,0.132186110735196,0.00132186110735196,0.00528744442940783,0.00991395830513968,0.0132186110735196
136,1e+06,17.3267886516426,0.173267886516426,0.693071546065705,1.2995091488732,1.73267886516426
137,1e+06,42.8931690005973,0.428931690005973,1.71572676002389,3.2169876750448,4.28931690005973
138,991689.402170747,30.1141435043427,0.301141435043427,1.20456574017371,2.2585607628257,3.01141435043427
139,1e+06,53.7919151576074,0.537919151576074,2.1516766063043,4.03439363682056,5.37919151576074
140,704707.925174878,25.1936200882209,0.251936200882209,1.00774480352884,1.88952150661657,2.51936200882209
